Rating,Review_Text,Usability,Price,Size,Service,Quality,Aspect_Terms,Aspect_Sentiment
0,pro heavy lift: works well - the lag bolts should be more case hardened and a little larger - cables could be longer for 10' ceilings,works,,"heavy,longer,larger",,,"works,heavy,longer,larger",NEGATIVE
1,racor phl-1r: exceeded my expectations.i can now store my 2-stage snow blower off the garage floor.am planning to buy several more in the future.won't need a costly outside storeage shed for seasonal equipment.great product!,,costly,,,,costly,POSITIVE
1,"i like the storage rack and thinking of getting onther one.: might have had a little better instructions to put together but unit works very well, thinking of purchaseing another one. use it to store things i only use in winter time.","works,use",,,instructions,,"works,use,instructions",POSITIVE
1,heavy to install: was heavy and hard to install. works great once past that hurdle tho. was able to save a lot of room by adding it to the garage.,"install,works",,heavy,,,"install,works,heavy",POSITIVE
1,racor heavy lift garage storage: i purchased the racor heavy lift to store my 2010 jeep rubicon unlimited 4 door hard top. i had trouble locating my garage studs so i hired a professional. now that it is installed it works great. i use my cordless drill to elevate and lower the unit with ease. it is a 1 man operation from here on.love it.,"installed,works,use",,,,,"installed,works,use",POSITIVE
1,"very cool: bought this about 2 months ago, and i love it. at first, i was using a cordless drill to operate it. but it occurred to me that if i could find a corded drill and do some ""engineeering"", i could create my own electric lift. so now, after purchasing a used $15 corded drill (love craigslist), and a little creative use of a soldering gun, i have a switch right by my garage door openers that operates the lift (even variable speed!).the quality of the rack is not too bad. i do wish they'd done the edgerail-to-grid attachment a little more structural, but it's totally fine for the  rating they put this at.bottom line, i love this thing.",,,,,quality,"$,quality",POSITIVE
0,"warning - dangerous: worked great for the first year of ownership. installed per instructions then one day the worm drive tension system gave way when my father was lowering the unit using the supplied crankshaft. it caught the corner of his forearm and tore his skin pretty badly. i used it with my hd drill and had no problem. i used it again with the crankshaft and had no problem. i then went back to the drill and it happened to me as well. it now just sits up there, locked, until i figure out what to replace it with or how to repair it safely.",used,,,instructions,,"used,instructions",NEGATIVE
0,"buy this lift and risk your life - one failure is one too many.: i purchased and installed the racor heavy lift according to instructions, except i bought new lag bolts as recommended by some users. i used the lift to store a harmar trailer hitch scooter carrier #a300, which weighs 105 lbs. i figured this was ok, since the racor is rated at 250 lbs. less than six months after installing the racor and hoisting up my scooter carrier for storage, all four cables broke and the lift and scooter carrier dropped to the garage floor, narrowly missing a family member and the hood of my new subaru outback.",used,,,,broke,"used,broke",NEGATIVE
1,"raccor lift: bought this to use for lifting the hard top off of my jeep. it works like a charm 1 person operation the included instructions are a bit vague and the hardware is horrible!! the crank is not very angle operating friendly it works best when used vertical. do yourself a favor and replace all the nuts and bolts before you start assembling. other then the horrible hardware the unit works great. it's a little tough to get the platform level if you have a low ceiling like i do, but i needed it to go all the way to the ground to hoist my top from the jeep onto the rolling cart i made. i would recommend this product to anyone looking to use for hard top removal and the plus i store the soft top on the shelf in the winter, and store the freedom panels on it in the summer. i would have rated it 5 stars had the hardware not been horrible and then directions so vague.","works,used,assembling",,,instructions,,"works,used,assembling,instructions",POSITIVE
1,great lift: we have two of them in our garage to safe space. works great the bolts on the other hand are made of poor quality and i would reccomend that you purchase new ones prior to installing this. i would have giving 5 stars except for the bolts.,"works,installing",,,,quallity,"works,installing,quallity",POSITIVE
